bonus_sd,unique_champions,hhi
0.0,19.596222222222224,0.07446018869058349
0.1,19.284,0.07627546421489093
0.2,18.733333333333334,0.08109464575446187
0.3,17.533333333333335,0.09234853674658974
0.4,14.980666666666666,0.1254049636440118
0.5,14.45711111111111,0.12583787032029325
