season,start_year,team,bt,mov,win_pct,conf_rank,league_rank,strength_gap_to_best,league_strength_sd,prior_titles,prior_top4,career_win_pct,won_title,title_prob
1984-1985,1984,San Antonio Spurs,-0.03301760686976785,0.09000841185294958,0.5,6.5,13.0,1.1869123277579,0.5986864965584086,0,0,0.5792682926829268,0,0.00085
1984-1985,1984,Utah Jazz,-0.03301760686976783,-0.0457185584014982,0.5,6.5,12.0,1.1869123277579,0.5986864965584086,0,0,0.3902439024390244,0,0.0008
1984-1985,1984,Washington Bullets,0.0031366394245090617,0.021430574250702283,0.488,6.0,10.0,1.150758081463623,0.5986864965584086,0,0,0.4847560975609756,0,0.0002
1985-1986,1985,Atlanta Hawks,0.4520637984922195,0.370034582062126,0.61,4.0,5.0,0.9402378923395593,0.58139737483781,0,0,0.4634146341463415,0,0.00625
1985-1986,1985,Boston Celtics,1.392301690831779,1.2944066847424178,0.817,1.0,1.0,0.0,0.58139737483781,2,5,0.7463414634146341,1,0.59775
1985-1986,1985,Chicago Bulls,-0.500199077352071,-0.4457559444146075,0.366,8.0,18.0,1.89250076818385,0.58139737483781,0,0,0.4195121951219512,0,0.0
1985-1986,1985,Dallas Mavericks,0.10699364779201127,0.10000934650327731,0.537,4.0,9.0,1.2853080430397676,0.58139737483781,0,0,0.4097560975609756,0,0.00185
1985-1986,1985,Denver Nuggets,0.2464266876513155,0.12715474055416687,0.573,3.0,8.0,1.1458750031804634,0.58139737483781,0,0,0.5317073170731708,0,0.0059
1985-1986,1985,Detroit Pistons,0.2586682955958522,0.2057335128067419,0.561,5.0,7.0,1.1336333952359268,0.58139737483781,0,1,0.4682926829268293,0,0.00145
1985-1986,1985,Houston Rockets,0.4362571121736599,0.30145674445987874,0.622,2.0,6.0,0.956044578658119,0.58139737483781,0,0,0.4317073170731707,0,0.02315
1985-1986,1985,Los Angeles Lakers,0.9955325054942429,0.977234185832024,0.756,1.0,2.0,0.396769185337536,0.58139737483781,2,3,0.6951219512195121,0,0.26795
1985-1986,1985,Milwaukee Bucks,0.7905442331713957,1.2415446015906855,0.695,2.0,3.0,0.6017574576603832,0.58139737483781,0,4,0.6707317073170732,0,0.0666
1985-1986,1985,New Jersey Nets,-0.05388115040392311,-0.1985899880565078,0.476,6.5,11.0,1.446182841235702,0.58139737483781,0,0,0.4975609756097561,0,5e-05
1985-1986,1985,Philadelphia 76ers,0.6443315485890148,0.3528901226615643,0.659,3.0,4.0,0.7479701422427641,0.58139737483781,1,4,0.7195121951219512,0,0.0275
1985-1986,1985,Portland Trail Blazers,-0.09378780633865762,0.08715100195285594,0.488,6.0,13.0,1.4860894971704366,0.58139737483781,0,0,0.5439024390243903,0,0.00035
1985-1986,1985,Sacramento Kings,-0.2153110881726192,-0.45575687906493517,0.451,7.0,14.0,1.6076127790043981,0.58139737483781,0,0,0.5,0,0.00015
1985-1986,1985,San Antonio Spurs,-0.3080495120053697,-0.2928845147595978,0.427,8.0,15.0,1.7003512028371486,0.58139737483781,0,0,0.5634146341463414,0,0.0001
1985-1986,1985,Utah Jazz,0.014804276484394684,-0.09572323165313687,0.512,5.0,10.0,1.3774974143473842,0.58139737483781,0,0,0.4121951219512195,0,0.00085
1985-1986,1985,Washington Bullets,-0.0671038279679774,-0.1828742336059928,0.476,6.5,12.0,1.4594055187997563,0.58139737483781,0,0,0.4853658536585366,0,0.0001
1986-1987,1986,Atlanta Hawks,0.847982122712603,1.0272388590836627,0.695,2.0,3.0,0.3582454596154805,0.6502062399748204,0,0,0.4878048780487805,0,0.12445
1986-1987,1986,Boston Celtics,0.9456314635136168,0.9400878571308068,0.72,1.0,2.0,0.26059611881446665,0.6502062399748204,3,6,0.758130081300813,0,0.19545
1986-1987,1986,Chicago Bulls,0.022541329363854255,0.181445528655946,0.488,8.0,12.0,1.1836862529642291,0.6502062399748204,0,0,0.4105691056910569,0,0.00025
1986-1987,1986,Dallas Mavericks,0.6348381170424974,0.7929312472759844,0.671,2.0,4.0,0.5713894652855861,0.6502062399748204,0,0,0.43089430894308944,0,0.05775
1986-1987,1986,Denver Nuggets,-0.23580487360309654,-0.16287236430533733,0.451,8.0,16.0,1.4420324559311801,0.6502062399748204,0,0,0.5386178861788617,0,5e-05
1986-1987,1986,Detroit Pistons,0.5735639139868316,0.5029041424164802,0.634,3.0,5.0,0.6326636683412519,0.6502062399748204,0,1,0.483739837398374,0,0.0293
1986-1987,1986,Golden State Warriors,0.006593050768768725,-0.36146235236184515,0.512,5.5,13.0,1.1996345315593147,0.6502062399748204,0,0,0.41260162601626016,0,0.00115
1986-1987,1986,Houston Rockets,0.0012992993517099384,0.08572229700280913,0.512,5.5,14.0,1.2049282829763734,0.6502062399748204,0,0,0.4634146341463415,0,0.0007
1986-1987,1986,Indiana Pacers,0.06998785812143143,-0.024287984150795923,0.5,7.0,11.0,1.136239724206652,0.6502062399748204,0,0,0.3516260162601626,0,0.0008
1986-1987,1986,Los Angeles Lakers,1.2062275823280835,1.1886825184389533,0.793,1.0,1.0,0.0,0.6502062399748204,2,4,0.7052845528455285,1,0.5588
1986-1987,1986,Milwaukee Bucks,0.4859153494700788,0.5771967998189148,0.61,4.0,6.0,0.7203122328580047,0.6502062399748204,0,5,0.6747967479674797,0,0.01585
1986-1987,1986,Philadelphia 76ers,0.23792360338109828,0.017144459400561824,0.549,5.0,8.0,0.9683039789469852,0.6502062399748204,1,5,0.709349593495935,0,0.00275
1986-1987,1986,Portland Trail Blazers,0.34288818884112776,0.3671771721620324,0.598,3.0,7.0,0.8633393934869558,0.6502062399748204,0,0,0.5345528455284553,0,0.00925
1986-1987,1986,Seattle SuperSonics,-0.13629743082499543,0.01142963960037455,0.476,7.0,15.0,1.3425250131530788,0.6502062399748204,0,0,0.483739837398374,0,0.00015
1986-1987,1986,Utah Jazz,0.09608182175874697,0.0071435247502340945,0.537,4.0,9.0,1.1101457605693366,0.6502062399748204,0,0,0.42886178861788615,0,0.00245
1986-1987,1986,Washington Bullets,0.09356171290956442,-0.1442991999547287,0.512,6.0,10.0,1.112665869418519,0.6502062399748204,0,0,0.483739837398374,0,0.00085
1987-1988,1987,Atlanta Hawks,0.49194835136469567,0.574339389918821,0.61,3.5,7.0,0.5414989962612258,0.6604159516961283,0,1,0.5174216027874564,0,0.03565
1987-1988,1987,Boston Celtics,0.8365934675347788,0.8786535442787936,0.695,1.0,2.0,0.19685388009114257,0.6604159516961283,3,7,0.7526132404181185,0,0.21795
1987-1988,1987,Chicago Bulls,0.48289456951677656,0.5371930612176038,0.61,3.5,8.0,0.5505527781091448,0.6604159516961283,0,0,0.42160278745644597,0,0.0307
1987-1988,1987,Cleveland Cavaliers,0.10224739085216927,0.1828742336059928,0.512,5.5,12.0,0.9311999567737521,0.6604159516961283,0,0,0.3310104529616725,0,0.002
1987-1988,1987,Dallas Mavericks,0.5601518993993342,0.5129050770668079,0.646,3.5,5.0,0.4732954482265872,0.6604159516961283,0,1,0.4651567944250871,0,0.0486
1987-1988,1987,Denver Nuggets,0.6111660432144217,0.4743300434155438,0.659,2.0,4.0,0.4222813044114997,0.6604159516961283,0,0,0.5261324041811847,0,0.06925
1987-1988,1987,Detroit Pistons,0.6868454967960158,0.7800729027255631,0.659,2.0,3.0,0.3466018508299056,0.6604159516961283,0,1,0.5052264808362369,0,0.11705
1987-1988,1987,Houston Rockets,0.21419840835230772,0.11715380590383913,0.561,6.0,10.0,0.8192489392736136,0.6604159516961283,0,0,0.47038327526132406,0,0.00345
1987-1988,1987,Indiana Pacers,-0.08614763265890968,-0.025716689100842738,0.463,8.0,15.0,1.119594980284831,0.6604159516961283,0,0,0.37282229965156793,0,0.0003
1987-1988,1987,Los Angeles Lakers,1.0334473476259214,0.6872070809725198,0.756,1.0,1.0,0.0,0.6604159516961283,3,5,0.7177700348432056,1,0.43045
1987-1988,1987,Milwaukee Bucks,0.12157890030059822,0.17287329895566508,0.512,5.5,11.0,0.9118684473253231,0.6604159516961283,0,5,0.6655052264808362,0,0.00225
1987-1988,1987,New York Knicks,-0.08247817416574121,0.020001869300655464,0.463,8.0,14.0,1.1159255217916626,0.6604159516961283,0,1,0.4268292682926829,0,0.00055
1987-1988,1987,Portland Trail Blazers,0.5453152109407611,0.5129050770668079,0.646,3.5,6.0,0.4881321366851603,0.6604159516961283,0,0,0.5435540069686411,0,0.0353
1987-1988,1987,San Antonio Spurs,-0.5163346399534687,-0.717209884923503,0.378,8.0,18.0,1.5497819875793901,0.6604159516961283,0,0,0.5121951219512195,0,0.0
1987-1988,1987,Seattle SuperSonics,0.0995995963970972,0.18430293855603963,0.537,7.0,13.0,0.9338477512288241,0.6604159516961283,0,0,0.48257839721254353,0,0.00175
1987-1988,1987,Utah Jazz,0.26276401639387154,0.4228966652138584,0.573,5.0,9.0,0.7706833312320498,0.6604159516961283,0,0,0.4442508710801394,0,0.00475
1987-1988,1987,Washington Bullets,-0.08705947964661102,-0.0228592792007491,0.463,8.0,16.0,1.1205068272725325,0.6604159516961283,0,0,0.4878048780487805,0,0.0
1988-1989,1988,Atlanta Hawks,0.6579149549319349,0.7514988037246266,0.634,3.5,4.0,0.6110507418596437,0.7080322675203747,0,2,0.5289634146341463,0,0.0372
1988-1989,1988,Boston Celtics,0.10423694290375426,0.18001682370589916,0.512,8.0,12.0,1.1647287538878244,0.7080322675203747,3,8,0.7454268292682927,0,0.00045
1988-1989,1988,Chicago Bulls,0.4251115583638575,0.3043141543599724,0.573,6.0,8.0,0.8438541384277211,0.7080322675203747,0,0,0.4451219512195122,0,0.0069
1988-1989,1988,Cleveland Cavaliers,0.9354661480190338,1.135820435287221,0.695,2.0,2.0,0.33349954877254473,0.7080322675203747,0,0,0.35365853658536583,0,0.1575
1988-1989,1988,Denver Nuggets,0.04839071773365543,0.1300121504542605,0.537,6.0,14.0,1.2205749790579232,0.7080322675203747,0,0,0.5426829268292683,0,0.00155
1988-1989,1988,Detroit Pistons,1.2689656967915786,0.891511888829215,0.768,1.0,1.0,0.0,0.7080322675203747,0,2,0.524390243902439,1,0.50275
1988-1989,1988,Golden State Warriors,0.042094504765366705,-0.08429359205276231,0.524,7.0,15.0,1.2268711920262119,0.7080322675203747,0,0,0.40396341463414637,0,0.00115
1988-1989,1988,Houston Rockets,0.09679093600151774,0.03143150890103001,0.549,5.0,13.0,1.1721747607900608,0.7080322675203747,0,0,0.4817073170731707,0,0.0023
1988-1989,1988,Los Angeles Lakers,0.742925173021598,0.9115137581298703,0.695,1.0,3.0,0.5260405237699806,0.7080322675203747,4,6,0.7225609756097561,0,0.1518
1988-1989,1988,Milwaukee Bucks,0.5187023505727875,0.5871977344692426,0.598,5.0,7.0,0.7502633462187911,0.7080322675203747,0,5,0.6463414634146342,0,0.01105
1988-1989,1988,New York Knicks,0.584177229379415,0.5186198968669952,0.634,3.5,6.0,0.6847884674121636,0.7080322675203747,0,1,0.43140243902439024,0,0.0206
1988-1989,1988,Philadelphia 76ers,0.31629932551471684,0.24002243160786554,0.561,7.0,10.0,0.9526663712768617,0.7080322675203747,1,5,0.6554878048780488,0,0.00345
1988-1989,1988,Phoenix Suns,0.6352880842327185,0.977234185832024,0.671,2.0,5.0,0.63367761255886,0.7080322675203747,0,2,0.5015243902439024,0,0.07575
1988-1989,1988,Portland Trail Blazers,-0.1659151610907592,0.13144085540430733,0.476,8.0,17.0,1.4348808578823378,0.7080322675203747,0,0,0.5564024390243902,0,0.00015
1988-1989,1988,Seattle SuperSonics,0.23930973656624768,0.34860400781142376,0.573,4.0,11.0,1.0296559602253308,0.7080322675203747,0,0,0.4893292682926829,0,0.0073
1988-1989,1988,Utah Jazz,0.39140305628987915,0.574339389918821,0.622,3.0,9.0,0.8775626405016994,0.7080322675203747,0,0,0.4603658536585366,0,0.0201
1989-1990,1989,Boston Celtics,0.49942946911024627,0.46147169886512246,0.634,4.0,9.0,0.7087482497888169,0.7514009162460282,3,8,0.7195121951219512,0,0.02105
1989-1990,1989,Chicago Bulls,0.694136031788521,0.39146515631282836,0.671,2.0,7.0,0.5140416871105422,0.7514009162460282,0,0,0.45934959349593496,0,0.07855
1989-1990,1989,Cleveland Cavaliers,0.03878341943517326,-0.08857970690290276,0.512,7.5,17.0,1.16939429946389,0.7514009162460282,0,1,0.3915989159891599,0,0.00045
1989-1990,1989,Dallas Mavericks,0.3403503251794862,0.060005607901966386,0.573,6.0,10.0,0.8678273937195771,0.7514009162460282,0,1,0.48509485094850946,0,0.00245
1989-1990,1989,Denver Nuggets,0.1209869379871349,0.22287797220730374,0.524,7.0,13.0,1.0871907809119283,0.7514009162460282,0,0,0.5420054200542005,0,0.00035
1989-1990,1989,Detroit Pistons,0.911894256131352,0.772929377975329,0.72,1.0,3.0,0.2962834627677112,0.7514009162460282,1,3,0.551490514905149,1,0.2118
1989-1990,1989,Indiana Pacers,0.038783419435173334,-0.025716689100842738,0.512,7.5,16.0,1.16939429946389,0.7514009162460282,0,0,0.3794037940379404,0,0.00045
1989-1990,1989,Los Angeles Lakers,1.2081777188990632,0.9629471363315559,0.768,1.0,1.0,0.0,0.7514009162460282,4,7,0.7195121951219512,0,0.372
1989-1990,1989,Milwaukee Bucks,0.13724353314146945,-0.1514427247049628,0.537,6.0,12.0,1.0709341857575938,0.7514009162460282,0,5,0.6409214092140921,0,0.00175
1989-1990,1989,New York Knicks,0.14599644777414547,0.11143898610365187,0.549,5.0,11.0,1.0621812711249177,0.7514009162460282,0,1,0.453929539295393,0,0.0014
1989-1990,1989,Philadelphia 76ers,0.5577001472998583,0.6043421938698044,0.646,3.0,8.0,0.6504775715992049,0.7514009162460282,1,5,0.6449864498644986,0,0.03215
1989-1990,1989,Phoenix Suns,0.7010266928700112,1.0129518095831944,0.659,5.0,6.0,0.507151026029052,0.7514009162460282,0,3,0.5203252032520326,0,0.022
1989-1990,1989,Portland Trail Blazers,0.992664054612264,0.9258008076303387,0.72,2.0,2.0,0.2155136642867992,0.7514009162460282,0,0,0.5474254742547425,0,0.1682
1989-1990,1989,San Antonio Spurs,0.8003176506140267,0.5114763721167611,0.683,3.0,4.0,0.4078600682850365,0.7514009162460282,0,0,0.46883468834688347,0,0.05835
1989-1990,1989,Utah Jazz,0.7430631315189574,0.6886357859225667,0.671,4.0,5.0,0.4651145873801058,0.7514009162460282,0,0,0.47831978319783197,0,0.029
1990-1991,1990,Atlanta Hawks,0.07964818691999176,0.10286675640337095,0.524,6.0,13.0,1.1179051592621554,0.662984548442428,0,2,0.5365853658536586,0,0.0008
1990-1991,1990,Boston Celtics,0.6960311492229884,0.7443552789743926,0.683,2.0,6.0,0.5015221969591587,0.662984548442428,3,8,0.7109756097560975,0,0.0827
1990-1991,1990,Chicago Bulls,1.0026313767172992,1.2244001421901238,0.744,1.0,2.0,0.19492196946484786,0.662984548442428,0,0,0.48048780487804876,1,0.2969
1990-1991,1990,Detroit Pistons,0.42004253837153754,0.43861241966437337,0.61,3.0,9.0,0.7775108078106094,0.662984548442428,2,4,0.5682926829268292,0,0.0174
1990-1991,1990,Golden State Warriors,0.17663194145713584,0.24573725140805283,0.537,7.0,11.0,1.0209214047250113,0.662984548442428,0,0,0.42073170731707316,0,0.00065
1990-1991,1990,Houston Rockets,0.5542647734489097,0.46718651866530975,0.634,6.0,8.0,0.6432885727332374,0.662984548442428,0,0,0.4902439024390244,0,0.01065
1990-1991,1990,Indiana Pacers,-0.01619737973186492,-0.05429078810177911,0.5,7.0,15.0,1.213750725914012,0.662984548442428,0,0,0.3926829268292683,0,0.0004
1990-1991,1990,Los Angeles Lakers,0.915891978358664,0.9615184313815092,0.707,2.0,3.0,0.28166136782348306,0.662984548442428,4,8,0.724390243902439,0,0.12235
1990-1991,1990,Milwaukee Bucks,0.3215098410587126,0.33145954841086195,0.585,4.0,10.0,0.8760435051234344,0.662984548442428,0,5,0.6304878048780488,0,0.00805
1990-1991,1990,New York Knicks,-0.13626475448880462,-0.06286301780206002,0.476,8.0,16.0,1.3338181006709517,0.662984548442428,0,1,0.4634146341463415,0,0.00015
1990-1991,1990,Philadelphia 76ers,0.10069513813132679,-0.055719493051825934,0.537,5.0,12.0,1.0968582080508202,0.662984548442428,1,5,0.6451219512195122,0,0.0014
1990-1991,1990,Phoenix Suns,0.746980243524458,0.9272295125803854,0.671,3.5,4.0,0.450573102657689,0.662984548442428,0,4,0.5341463414634147,0,0.0398
1990-1991,1990,Portland Trail Blazers,1.197553346182147,1.2101130926896557,0.768,1.0,1.0,0.0,0.662984548442428,0,1,0.5646341463414634,0,0.3729
1990-1991,1990,San Antonio Spurs,0.7235177841221759,0.6143431285201321,0.671,3.5,5.0,0.4740355620599711,0.662984548442428,0,0,0.4902439024390244,0,0.0293
1990-1991,1990,Seattle SuperSonics,0.024022147675471648,0.18716034845613327,0.5,8.0,14.0,1.1735311985066754,0.662984548442428,0,0,0.49878048780487805,0,5e-05
1990-1991,1990,Utah Jazz,0.662650171096091,0.4543281741148884,0.659,5.0,7.0,0.534903175086056,0.662984548442428,0,0,0.4975609756097561,0,0.0165
1991-1992,1991,Boston Celtics,0.48660626414071434,0.488617092916012,0.622,3.5,7.5,0.9358749732902631,0.6819145721868666,3,8,0.7084257206208425,0,0.01515
1991-1992,1991,Chicago Bulls,1.4224812374309774,1.4387058846971466,0.817,1.0,1.0,0.0,0.6819145721868666,1,1,0.5044345898004434,1,0.64355
1991-1992,1991,Cleveland Cavaliers,0.8192182119996733,0.7629284433250012,0.695,2.0,3.0,0.6032630254313042,0.6819145721868666,0,1,0.4035476718403548,0,0.09735
1991-1992,1991,Detroit Pistons,0.3469504569691494,0.2943132197096447,0.585,5.0,9.0,1.0755307804618282,0.6819145721868666,2,4,0.5720620842572062,0,0.00275
1991-1992,1991,Golden State Warriors,0.7272323933321723,0.5386217661676507,0.671,2.5,4.0,0.6952488440988052,0.6819145721868666,0,0,0.4312638580931264,0,0.0538
1991-1992,1991,Indiana Pacers,-0.05116761064683049,0.2643104157586615,0.488,6.5,16.0,1.4736488480778078,0.6819145721868666,0,0,0.4024390243902439,0,0.0004
