season,start_year,team,bt,mov,win_pct,conf_rank,league_rank,strength_gap_to_best,league_strength_sd,prior_titles,prior_top4,career_win_pct,won_title,title_prob
1996-1997,1996,Phoenix Suns,-0.10706792173197727,0.030002803950983193,0.488,6.5,17.0,1.8004252916701071,0.875587221714604,0,7,0.5823170731707317,0,5e-05
1996-1997,1996,Portland Trail Blazers,0.3629397117775569,0.5086189622166675,0.598,5.0,11.0,1.330417658160573,0.875587221714604,0,3,0.5861280487804879,0,0.00085
1996-1997,1996,Seattle SuperSonics,0.8035418689339348,0.9872351204823518,0.695,2.5,6.5,0.8898155010041952,0.875587221714604,0,4,0.5609756097560976,0,0.02635
1996-1997,1996,Utah Jazz,1.2326703615645858,1.1386778451873145,0.78,1.0,2.0,0.46068700837354415,0.875587221714604,0,3,0.5579268292682927,0,0.2033
1996-1997,1996,Washington Bullets,0.18907850832006542,0.2528807761582869,0.537,8.0,13.0,1.5042788616180645,0.875587221714604,0,0,0.4192073170731707,0,5e-05
1997-1998,1997,Atlanta Hawks,0.5436630076450737,0.5500514057680252,0.61,5.0,10.0,0.6576624773160149,0.8910926316954576,0,3,0.5487804878048781,0,0.00705
1997-1998,1997,Charlotte Hornets,0.6025787425928221,0.35003271276147063,0.622,4.0,9.0,0.5987467423682665,0.8910926316954576,0,0,0.44173441734417346,0,0.01055
1997-1998,1997,Chicago Bulls,1.2013254849610886,1.0343823838338968,0.756,1.0,1.0,0.0,0.8910926316954576,5,5,0.5896700143472023,1,0.3149
1997-1998,1997,Cleveland Cavaliers,0.3859597824022738,0.43718371471432654,0.573,6.0,11.0,0.8153657025588148,0.8910926316954576,0,2,0.46915351506456243,0,0.0027
1997-1998,1997,Houston Rockets,-0.03689944888007895,-0.17430200390571188,0.5,8.0,18.0,1.2382249338411675,0.8910926316954576,2,0,0.5459110473457676,0,0.0
1997-1998,1997,Indiana Pacers,0.9696400561401474,0.8929405937792617,0.707,2.0,5.0,0.23168542882094123,0.8910926316954576,0,0,0.45480631276901007,0,0.1143
1997-1998,1997,Los Angeles Lakers,1.0738304260564178,0.9829490056322113,0.744,2.5,3.5,0.12749505890467083,0.8910926316954576,4,9,0.6628407460545194,0,0.1408
1997-1998,1997,Miami Heat,0.7937191346189153,0.7272108195738307,0.671,3.0,6.0,0.4076063503421733,0.8910926316954576,0,1,0.4173441734417344,0,0.03855
1997-1998,1997,Minnesota Timberwolves,0.1760213482712267,0.024287984150795923,0.549,7.0,13.0,1.0253041366898619,0.8910926316954576,0,0,0.2926829268292683,0,0.00035
1997-1998,1997,New Jersey Nets,0.16867108130282676,0.2700252355588487,0.524,7.5,15.0,1.0326544036582619,0.8910926316954576,0,0,0.4081779053084649,0,0.0003
1997-1998,1997,New York Knicks,0.1706156208023394,0.39146515631282836,0.524,7.5,14.0,1.030709864158749,0.8910926316954576,0,2,0.5351506456241033,0,0.0004
1997-1998,1997,Phoenix Suns,0.777662414786982,0.6343449978207876,0.683,4.5,7.5,0.42366307017410665,0.8910926316954576,0,7,0.5767575322812052,0,0.01975
1997-1998,1997,Portland Trail Blazers,0.22935476864625853,0.11858251085388595,0.561,6.0,12.0,0.9719707163148301,0.8910926316954576,0,3,0.5868005738880918,0,0.00045
1997-1998,1997,San Antonio Spurs,0.777662414786982,0.47147263351545016,0.683,4.5,7.5,0.42366307017410665,0.8910926316954576,0,3,0.5373027259684362,0,0.0195
1997-1998,1997,Seattle SuperSonics,1.0738304260564178,0.9043702333796363,0.744,2.5,3.5,0.12749505890467083,0.8910926316954576,0,5,0.5688665710186513,0,0.121
1997-1998,1997,Utah Jazz,1.1360825697716581,0.8186479363768272,0.756,1.0,2.0,0.06524291518943048,0.8910926316954576,0,4,0.5710186513629842,0,0.2094
1998-1999,1998,Atlanta Hawks,0.4907722648192166,0.4028947959132029,0.62,4.0,7.0,0.43653588932814474,0.6671041277289664,0,3,0.5521680216802168,0,0.02985
1998-1999,1998,Detroit Pistons,0.4117974927526925,0.5671958651685871,0.58,5.0,9.0,0.5155106613946688,0.6671041277289664,2,4,0.5345528455284553,0,0.01655
1998-1999,1998,Houston Rockets,0.3717817923199084,0.1985899880565078,0.62,4.5,10.0,0.555526361827453,0.6671041277289664,2,0,0.5433604336043361,0,0.01245
1998-1999,1998,Indiana Pacers,0.6683728457470182,0.551480110718072,0.66,2.0,6.0,0.2589353084003432,0.6671041277289664,0,1,0.46883468834688347,0,0.09645
1998-1999,1998,Los Angeles Lakers,0.47014206334919595,0.3814642216625006,0.62,4.5,8.0,0.4571660907981654,0.6671041277289664,4,10,0.6673441734417345,0,0.01715
1998-1999,1998,Miami Heat,0.67995474598793,0.7300682294739245,0.66,2.0,5.0,0.2473534081594313,0.6671041277289664,0,1,0.4426829268292683,0,0.09035
1998-1999,1998,Milwaukee Bucks,0.2583572091025164,0.2371650217077719,0.56,6.5,12.0,0.668950945044845,0.6671041277289664,0,5,0.5230352303523035,0,0.00525
1998-1999,1998,New York Knicks,0.23073138783487956,0.20716221775678872,0.54,8.0,13.0,0.6965767663124818,0.6671041277289664,0,2,0.5345528455284553,0,0.0042
1998-1999,1998,Orlando Magic,0.7098146614077143,0.44432723946456065,0.66,2.0,4.0,0.21749349273964702,0.6671041277289664,0,1,0.4932249322493225,0,0.10215
1998-1999,1998,Philadelphia 76ers,0.32237609554943564,0.3657484672119856,0.56,6.5,11.0,0.6049320585979256,0.6671041277289664,1,5,0.510840108401084,0,0.00795
1998-1999,1998,Phoenix Suns,0.1727243926104037,0.30717156426006603,0.54,6.5,15.0,0.7545837615369576,0.6671041277289664,0,7,0.5826558265582655,0,0.0022
1998-1999,1998,Portland Trail Blazers,0.7659389599860912,0.8100757066765463,0.7,3.0,3.0,0.16136919416127016,0.6671041277289664,0,3,0.5853658536585366,0,0.105
1998-1999,1998,Sacramento Kings,0.09160395176249425,-0.12715474055416687,0.54,6.5,16.0,0.8357042023848671,0.6671041277289664,0,0,0.3621013133208255,0,0.00115
1998-1999,1998,San Antonio Spurs,0.9273081541473613,1.017237924433335,0.74,1.5,1.0,0.0,0.6671041277289664,0,3,0.5453929539295393,1,0.2897
1998-1999,1998,Utah Jazz,0.9101616422362996,0.7915025423259376,0.74,1.5,2.0,0.017146511911061757,0.6671041277289664,0,4,0.5813008130081301,0,0.2192
1999-2000,1999,Charlotte Hornets,0.38221031806433575,0.3343169583109556,0.598,4.5,10.0,1.0862145462854902,0.6989984761603107,0,0,0.4632183908045977,0,0.0108
1999-2000,1999,Detroit Pistons,0.03612155092358644,0.1614436593552905,0.512,7.5,15.0,1.4323033134262395,0.6989984761603107,2,4,0.5360419397116645,0,0.00065
1999-2000,1999,Indiana Pacers,0.7366353055878666,0.5943412592194767,0.683,1.0,4.0,0.7317895587619593,0.6989984761603107,0,1,0.4750982961992136,0,0.1014
1999-2000,1999,Los Angeles Lakers,1.4684248643498259,1.2015408629893747,0.817,1.0,1.0,0.0,0.6989984761603107,4,10,0.6657929226736566,1,0.6189
1999-2000,1999,Miami Heat,0.5241096078256626,0.3928938612628752,0.634,2.0,7.0,0.9443152565241633,0.6989984761603107,0,2,0.45517241379310347,0,0.0349
1999-2000,1999,Milwaukee Bucks,0.025721399676225776,-0.0071435247502340945,0.512,7.5,16.0,1.4427034646736001,0.6989984761603107,0,5,0.5242463958060288,0,0.00095
1999-2000,1999,Minnesota Timberwolves,0.4864984872483137,0.3814642216625006,0.61,6.0,8.0,0.9819263771015122,0.6989984761603107,0,0,0.33248730964467005,0,0.0059
1999-2000,1999,New York Knicks,0.43912126808601876,0.18573164350608645,0.61,3.0,9.0,1.029303596263807,0.6989984761603107,0,2,0.5347313237221494,0,0.0191
1999-2000,1999,Philadelphia 76ers,0.3673013614293358,0.14572790490477552,0.598,4.5,11.0,1.10112350292049,0.6989984761603107,1,5,0.5124508519003932,0,0.00835
1999-2000,1999,Phoenix Suns,0.6419295875270781,0.7486413938245331,0.646,4.5,6.0,0.8264952768227478,0.6989984761603107,0,7,0.5812581913499345,0,0.0165
1999-2000,1999,Portland Trail Blazers,0.9695034361094326,0.9100850531798236,0.72,2.0,2.0,0.4989214282403933,0.6989984761603107,0,4,0.5891218872870249,0,0.12825
1999-2000,1999,Sacramento Kings,0.1846159129598122,0.4343263048142329,0.537,8.0,13.0,1.2838089513900137,0.6989984761603107,0,0,0.37007168458781364,0,0.00075
1999-2000,1999,San Antonio Spurs,0.6419295875270783,0.8472220353777635,0.646,4.5,5.0,0.8264952768227476,0.6989984761603107,1,4,0.5517693315858454,0,0.0144
1999-2000,1999,Seattle SuperSonics,0.2344194137087147,0.1671584791554778,0.549,7.0,12.0,1.2340054506411111,0.6989984761603107,0,6,0.5760157273918742,0,0.00105
1999-2000,1999,Toronto Raptors,0.1616059084023756,-0.06572042770215367,0.549,6.0,14.0,1.3068189559474503,0.6989984761603107,0,0,0.30405405405405406,0,0.0027
1999-2000,1999,Utah Jazz,0.7482001896338035,0.645774637421162,0.671,3.0,3.0,0.7202246747160224,0.6989984761603107,0,5,0.5865006553079948,0,0.0354
2000-2001,2000,Charlotte Hornets,0.17276884705510265,0.20716221775678872,0.561,6.0,16.0,0.7865913828629176,0.6927292306276384,0,0,0.47478991596638653,0,0.0075
2000-2001,2000,Dallas Mavericks,0.6937319975551023,0.6572042770215366,0.646,4.5,5.5,0.265628232362918,0.6927292306276384,0,1,0.40049751243781095,0,0.0559
2000-2001,2000,Indiana Pacers,-0.08255872833397722,-0.11001028115360505,0.5,8.0,19.0,1.0419189582519974,0.6927292306276384,0,1,0.48569651741293535,0,0.0009
2000-2001,2000,Los Angeles Lakers,0.8510124561508715,0.5343356513175103,0.683,2.0,2.0,0.10834777376714877,0.6927292306276384,5,11,0.6735074626865671,1,0.1428
2000-2001,2000,Miami Heat,0.3846919896433461,0.24573725140805283,0.61,3.0,11.0,0.5746682402746741,0.6927292306276384,0,2,0.47058823529411764,0,0.0339
2000-2001,2000,Milwaukee Bucks,0.4703176063933673,0.4471846493646543,0.634,2.0,9.0,0.489042623524653,0.6927292306276384,0,5,0.5236318407960199,0,0.06455
2000-2001,2000,Minnesota Timberwolves,0.3917455026851333,0.2585955959584742,0.573,8.0,10.0,0.567614727232887,0.6927292306276384,0,0,0.3586206896551724,0,0.0089
2000-2001,2000,New York Knicks,0.27866943609042255,0.2828835801092701,0.585,4.0,13.0,0.6806907938275977,0.6927292306276384,0,2,0.5385572139303483,0,0.0162
2000-2001,2000,Orlando Magic,0.02351827890096284,0.05429078810177911,0.524,7.0,18.0,0.9358419510170575,0.6927292306276384,0,1,0.503448275862069,0,0.0024
2000-2001,2000,Philadelphia 76ers,0.698859978012859,0.5186198968669952,0.683,1.0,4.0,0.26050025190516124,0.6927292306276384,1,5,0.5167910447761194,0,0.2051
2000-2001,2000,Phoenix Suns,0.5915865433153294,0.3757494018623133,0.622,6.0,7.0,0.36777368660269083,0.6927292306276384,0,8,0.5845771144278606,0,0.02815
2000-2001,2000,Portland Trail Blazers,0.5411486955750238,0.645774637421162,0.61,7.0,8.0,0.4182115343429965,0.6927292306276384,0,5,0.595771144278607,0,0.01755
2000-2001,2000,Sacramento Kings,0.7979588326830507,0.867223904678419,0.671,3.0,3.0,0.1614013972349696,0.6927292306276384,0,0,0.3814691151919866,0,0.10265
2000-2001,2000,San Antonio Spurs,0.9593602299180203,1.1315343204370805,0.707,1.0,1.0,0.0,0.6927292306276384,1,5,0.556592039800995,0,0.2501
2000-2001,2000,Toronto Raptors,0.23505947129753918,0.24145113655791237,0.573,5.0,15.0,0.724300758620481,0.6927292306276384,0,0,0.35714285714285715,0,0.0106
2000-2001,2000,Utah Jazz,0.6937319975551023,0.7143524750234094,0.646,4.5,5.5,0.265628232362918,0.6927292306276384,0,5,0.5907960199004975,0,0.0528
2001-2002,2001,Boston Celtics,0.34503132314280677,0.24859466130814648,0.598,3.0,9.0,0.715513462492869,0.5711637606518482,3,8,0.5792899408284023,0,0.03705
2001-2002,2001,Charlotte Hornets,0.10617360654796122,0.08143618215266867,0.537,4.5,13.0,0.9543711790877145,0.5711637606518482,0,0,0.4816247582205029,0,0.0092
2001-2002,2001,Dallas Mavericks,0.8366790079926573,0.6300588829706472,0.695,4.0,4.0,0.22386577764301852,0.5711637606518482,0,2,0.4124260355029586,0,0.1018
2001-2002,2001,Detroit Pistons,0.3975517427672758,0.24145113655791237,0.61,2.0,8.0,0.6629930428684,0.5711637606518482,2,4,0.527810650887574,0,0.0534
2001-2002,2001,Indiana Pacers,0.014856432446528066,-0.010000934650327732,0.512,7.5,16.0,1.0456883531891477,0.5711637606518482,0,1,0.4863905325443787,0,0.0033
2001-2002,2001,Los Angeles Lakers,0.891166489418904,1.0215240392834755,0.707,2.5,3.0,0.1693782962167718,0.5711637606518482,6,11,0.6739644970414201,1,0.1782
2001-2002,2001,Minnesota Timberwolves,0.47483022323034235,0.5114763721167611,0.61,5.0,6.0,0.5857145624053335,0.5711637606518482,0,0,0.37710084033613445,0,0.01105
2001-2002,2001,New Jersey Nets,0.4991204701231532,0.5243347166671825,0.634,1.0,5.0,0.5614243155125226,0.5711637606518482,0,0,0.40532544378698226,0,0.0932
2001-2002,2001,Orlando Magic,0.11851696847997303,0.17858811875585234,0.537,4.5,12.0,0.9420278171557027,0.5711637606518482,0,1,0.5052521008403361,0,0.0085
2001-2002,2001,Philadelphia 76ers,0.07060690354817986,0.181445528655946,0.524,6.0,14.0,0.9899378820874959,0.5711637606518482,1,5,0.5248520710059171,0,0.00395
2001-2002,2001,Portland Trail Blazers,0.4251743421385131,0.45718558401498205,0.598,6.0,7.0,0.6353704434971628,0.5711637606518482,0,5,0.5964497041420118,0,0.00895
2001-2002,2001,Sacramento Kings,1.0605447856356758,1.0872444669856292,0.744,1.0,1.0,0.0,0.5711637606518482,0,1,0.4,0,0.3374
2001-2002,2001,San Antonio Spurs,0.8911664894189041,0.8957980036793554,0.707,2.5,2.0,0.1693782962167717,0.5711637606518482,1,6,0.563905325443787,0,0.14685
2001-2002,2001,Seattle SuperSonics,0.22953412556598646,0.46290040381516934,0.549,7.0,10.0,0.8310106600696894,0.5711637606518482,0,6,0.5727810650887574,0,0.00195
2001-2002,2001,Toronto Raptors,0.021364966965273288,-0.10143805145332413,0.512,7.5,15.0,1.0391798186704024,0.5711637606518482,0,0,0.39565217391304347,0,0.00355
2001-2002,2001,Utah Jazz,0.1811409171723967,0.17144459400561826,0.537,8.0,11.0,0.8794038684632791,0.5711637606518482,0,6,0.593491124260355,0,0.00165
2002-2003,2002,Boston Celtics,0.09807227338891643,-0.10715287125351142,0.537,6.0,15.0,0.9406475818591312,0.6168587316342081,3,8,0.5801354401805869,0,0.00575
2002-2003,2002,Dallas Mavericks,1.0387198552480474,1.1301056154870337,0.732,1.5,2.0,2.220446049250313e-16,0.6168587316342081,0,3,0.4255079006772009,0,0.33125
2002-2003,2002,Detroit Pistons,0.3719338421542525,0.425754075113952,0.61,1.0,7.0,0.6667860130937951,0.6168587316342081,2,4,0.5316027088036117,0,0.0492
2002-2003,2002,Indiana Pacers,0.2736699028240685,0.39860868106306246,0.585,3.5,11.0,0.7650499524239791,0.6168587316342081,0,1,0.48758465011286684,0,0.02835
2002-2003,2002,Los Angeles Lakers,0.510923613054172,0.3871790414626879,0.61,5.5,6.0,0.5277962421938757,0.6168587316342081,7,12,0.6755079006772009,0,0.02035
2002-2003,2002,Milwaukee Bucks,-0.010031883944127786,-0.03428891880112365,0.512,7.5,17.0,1.0487517391921755,0.6168587316342081,0,5,0.5276523702031602,0,0.004
2002-2003,2002,Minnesota Timberwolves,0.560994004037636,0.3514614177115174,0.622,4.0,4.0,0.47772585121041167,0.6168587316342081,0,0,0.3955512572533849,0,0.0322
2002-2003,2002,New Jersey Nets,0.31847643093692146,0.6314875879206939,0.598,2.0,9.0,0.7202434243111262,0.6168587316342081,0,0,0.4159142212189616,0,0.04005
2002-2003,2002,New Orleans Hornets,0.22823600555150858,0.21716315240711645,0.573,5.0,12.0,0.8104838496965391,0.6168587316342081,0,0,0.5,0,0.01385
2002-2003,2002,Orlando Magic,-0.014214484139805516,-0.055719493051825934,0.512,7.5,18.0,1.0529343393878532,0.6168587316342081,0,1,0.5077369439071566,0,0.0031
2002-2003,2002,Philadelphia 76ers,0.284273169804734,0.2514520712082401,0.585,3.5,10.0,0.7544466854433136,0.6168587316342081,1,5,0.5248306997742663,0,0.0245
2002-2003,2002,Phoenix Suns,0.21682464561368658,0.22430667715735056,0.537,8.0,13.0,0.821895209634361,0.6168587316342081,0,8,0.5795711060948081,0,0.00205
2002-2003,2002,Portland Trail Blazers,0.5109236130541721,0.425754075113952,0.61,5.5,5.0,0.5277962421938756,0.6168587316342081,0,5,0.5965011286681715,0,0.01285
2002-2003,2002,Sacramento Kings,0.9823835864043842,0.9543749066312749,0.72,3.0,3.0,0.056336268843663495,0.6168587316342081,0,2,0.42070484581497797,0,0.17425
2002-2003,2002,San Antonio Spurs,1.0387198552480477,0.8072182967764526,0.732,1.5,1.0,0.0,0.6168587316342081,1,7,0.5705417607223476,1,0.2535
2002-2003,2002,Utah Jazz,0.36280582861044586,0.3957512711629688,0.573,7.0,8.0,0.6759140266376018,0.6168587316342081,0,6,0.5908577878103838,0,0.00475
2003-2004,2003,Boston Celtics,-0.3274649756155935,-0.28431228505931694,0.439,8.0,20.0,1.2690105636020845,0.5934603157870518,3,8,0.5779816513761468,0,0.00015
2003-2004,2003,Dallas Mavericks,0.6256568412547855,0.694350605722754,0.634,5.0,6.0,0.3158887467317055,0.5934603157870518,0,4,0.43905070118662354,0,0.0214
2003-2004,2003,Denver Nuggets,0.18708429284544964,0.23573631675772508,0.524,8.0,11.0,0.7544612951410414,0.5934603157870518,0,0,0.43473570658036675,0,0.0008
2003-2004,2003,Detroit Pistons,0.5616129296666641,0.7200672948235967,0.659,2.0,7.0,0.3799326583198269,0.5934603157870518,2,4,0.535059331175836,1,0.07315
2003-2004,2003,Houston Rockets,0.2828991367415967,0.32574472861067466,0.549,7.0,9.0,0.6586464512448943,0.5934603157870518,2,0,0.5299514301133297,0,0.0025
2003-2004,2003,Indiana Pacers,0.941545587986491,0.7043515403730817,0.744,1.0,1.0,0.0,0.5934603157870518,0,1,0.4919093851132686,0,0.4
2003-2004,2003,Los Angeles Lakers,0.8314481594442742,0.6214866532703661,0.683,3.0,4.0,0.11009742854221682,0.5934603157870518,7,12,0.6724230976794388,0,0.0889
2003-2004,2003,Memphis Grizzlies,0.5260064219078951,0.42146796026381156,0.61,6.0,8.0,0.41553916607859587,0.5934603157870518,0,0,0.3067484662576687,0,0.0113
2003-2004,2003,Miami Heat,-0.045622675305327806,-0.018573164350608646,0.512,4.0,14.0,0.9871682632918188,0.5934603157870518,0,2,0.46616541353383456,0,0.00245
2003-2004,2003,Milwaukee Bucks,-0.08617741408433113,0.060005607901966386,0.5,5.5,15.0,1.0277230020708221,0.5934603157870518,0,5,0.5269687162891047,0,0.0013
2003-2004,2003,Minnesota Timberwolves,0.9386253421098284,0.8372211007274358,0.707,1.0,2.0,0.0029202458766626194,0.5934603157870518,0,1,0.4116591928251121,0,0.1876
2003-2004,2003,New Jersey Nets,0.21298052955697266,0.2685965306088019,0.573,3.0,10.0,0.7285650584295184,0.5934603157870518,0,0,0.42363734484619536,0,0.0094
2003-2004,2003,New Orleans Hornets,-0.0926908205986313,-0.10286675640337095,0.5,5.5,16.0,1.0342364085851223,0.5934603157870518,0,0,0.5569620253164557,0,0.00105
2003-2004,2003,New York Knicks,-0.17870589370900178,-0.2814548751592233,0.476,7.0,19.0,1.1202514816954927,0.5934603157870518,0,2,0.5286177105831533,0,0.0002
2003-2004,2003,Sacramento Kings,0.779035373228727,0.772929377975329,0.671,4.0,5.0,0.16251021475776406,0.5934603157870518,0,3,0.43454038997214484,0,0.06165
2003-2004,2003,San Antonio Spurs,0.8846191737572411,1.0729574174851608,0.695,2.0,3.0,0.05692641422924993,0.5934603157870518,2,8,0.5774419859686994,0,0.13815
2004-2005,2004,Boston Celtics,0.22586342288990569,0.048575968301591846,0.549,4.5,13.0,0.9471304436183858,0.6656058611632808,3,8,0.5720930232558139,0,0.0061
2004-2005,2004,Chicago Bulls,0.33464340633646483,0.09286582175304323,0.573,3.0,10.0,0.8383504601718267,0.6656058611632808,6,6,0.5175801447776629,0,0.0148
2004-2005,2004,Dallas Mavericks,0.9608593865092567,0.835792395777389,0.707,3.0,3.0,0.2121344799990348,0.6656058611632808,0,4,0.44731404958677684,0,0.108
2004-2005,2004,Denver Nuggets,0.43618411598959467,0.3171724989103938,0.598,7.0,9.0,0.7368097505186968,0.6656058611632808,0,0,0.4385330578512397,0,0.00355
2004-2005,2004,Detroit Pistons,0.571965990452095,0.47290133846549703,0.659,2.0,6.0,0.6010278760561966,0.6656058611632808,3,5,0.5402892561983471,0,0.05535
2004-2005,2004,Houston Rockets,0.5042453437762622,0.6086283087199448,0.622,5.0,8.0,0.6687485227320293,0.6656058611632808,2,0,0.530749354005168,0,0.0095
2004-2005,2004,Indiana Pacers,0.2073437242455615,0.07000654255229412,0.537,6.0,14.0,0.96565014226273,0.6656058611632808,0,1,0.5025826446280992,0,0.0051
2004-2005,2004,Memphis Grizzlies,0.30855894670800954,0.3757494018623133,0.549,8.0,11.0,0.864434919800282,0.6656058611632808,0,0,0.40816326530612246,0,0.0021
2004-2005,2004,Miami Heat,0.8760318429007923,0.8229340512269676,0.72,1.0,4.0,0.29696202360749924,0.6656058611632808,0,2,0.4691164972634871,0,0.2294
2004-2005,2004,Philadelphia 76ers,0.1360310990229584,-0.15430013460505643,0.524,7.0,16.0,1.036962767485333,0.6656058611632808,1,5,0.5219638242894057,0,0.00315
2004-2005,2004,Phoenix Suns,1.1729938665082915,1.0115231046331477,0.756,1.0,1.0,0.0,0.6656058611632808,0,8,0.5681818181818182,0,0.35735
2004-2005,2004,Sacramento Kings,0.5168721548896958,0.3643197622619388,0.61,6.0,7.0,0.6561217116185957,0.6656058611632808,0,4,0.44729907773386035,0,0.0079
2004-2005,2004,San Antonio Spurs,1.019274766587208,1.120104680836706,0.72,2.0,2.0,0.15371909992108357,0.6656058611632808,2,9,0.5824289405684755,1,0.16135
2004-2005,2004,Seattle SuperSonics,0.6514025434426786,0.370034582062126,0.634,4.0,5.0,0.521591323065613,0.6656058611632808,0,6,0.562564632885212,0,0.0287
2004-2005,2004,Washington Wizards,0.23343939236526315,-0.10286675640337095,0.549,4.5,12.0,0.9395544741430284,0.6656058611632808,0,0,0.38191881918819187,0,0.0061
2005-2006,2005,Chicago Bulls,-0.04072403408584599,0.07286395245238776,0.5,6.5,17.0,1.2975006718613682,0.5953046506778733,6,6,0.5198412698412699,0,0.00035
2005-2006,2005,Cleveland Cavaliers,0.523695046888002,0.3100289741601597,0.61,3.0,6.0,0.7330815908875203,0.5953046506778733,0,2,0.4499504459861249,0,0.019
2005-2006,2005,Dallas Mavericks,1.100025267302679,0.851508150227904,0.732,2.0,3.0,0.15675137047284338,0.5953046506778733,0,5,0.4578790882061447,0,0.1589
2005-2006,2005,Denver Nuggets,0.2423065653318264,0.051433378201685476,0.537,7.5,11.0,1.014470072443696,0.5953046506778733,0,0,0.4449950445986125,0,0.00045
2005-2006,2005,Detroit Pistons,1.2567766377755223,0.8900831838791682,0.78,1.0,1.0,0.0,0.5953046506778733,3,5,0.5450941526263627,0,0.4594
2005-2006,2005,Indiana Pacers,-0.009663579096341284,0.23145020190758467,0.5,6.5,16.0,1.2664402168718636,0.5953046506778733,0,1,0.5039643211100099,0,0.00025
2005-2006,2005,Los Angeles Clippers,0.333786161415915,0.25002336625819327,0.573,5.0,9.0,0.9229904763596073,0.5953046506778733,0,0,0.33767772511848343,0,0.0022
2005-2006,2005,Los Angeles Lakers,0.256659143819388,0.36146235236184515,0.549,6.0,10.0,1.0001174939561344,0.5953046506778733,7,12,0.6623698562221121,0,0.00055
2005-2006,2005,Memphis Grizzlies,0.4029171792032566,0.5343356513175103,0.598,4.0,8.0,0.8538594585722656,0.5953046506778733,0,0,0.4434250764525994,0,0.004
2005-2006,2005,Miami Heat,0.5634195270848973,0.5129050770668079,0.634,2.0,5.0,0.693357110690625,0.5953046506778733,0,3,0.4842027920646583,1,0.027
2005-2006,2005,Milwaukee Bucks,0.0002460654069960438,-0.15287142965500963,0.488,8.0,15.0,1.2565305723685263,0.5953046506778733,0,5,0.5193260654112983,0,0.0
2005-2006,2005,New Jersey Nets,0.41070727253675166,0.1585862494551969,0.598,4.0,7.0,0.8460693652387706,0.5953046506778733,0,0,0.4333168071393158,0,0.00705
2005-2006,2005,Phoenix Suns,0.7357159123464528,0.7829303126256567,0.659,3.0,4.0,0.5210607254290694,0.5953046506778733,0,9,0.5758176412289395,0,0.0293
2005-2006,2005,Sacramento Kings,0.16356840965479533,0.23002149695753785,0.537,7.5,12.0,1.093208228120727,0.5953046506778733,0,4,0.455625,0,0.0005
2005-2006,2005,San Antonio Spurs,1.208273634981135,0.9558036115813219,0.768,1.0,2.0,0.04850300279438735,0.5953046506778733,3,10,0.5880019831432821,0,0.2905
2005-2006,2005,Washington Wizards,0.031108159169987718,0.22287797220730374,0.512,5.0,14.0,1.2256684786055345,0.5953046506778733,0,0,0.40384615384615385,0,0.00055
2006-2007,2006,Chicago Bulls,0.3889260559458172,0.645774637421162,0.598,3.0,7.0,1.1377616052129562,0.5635888870307048,6,6,0.5190657769304099,0,0.01955
2006-2007,2006,Cleveland Cavaliers,0.35044565452070897,0.4757587483655907,0.61,2.0,8.0,1.1762420066380646,0.5635888870307048,0,2,0.4561904761904762,0,0.01845
2006-2007,2006,Dallas Mavericks,1.5266876611587734,1.040097203634084,0.817,1.0,1.0,0.0,0.5635888870307048,0,6,0.4685714285714286,0,0.64495
2006-2007,2006,Denver Nuggets,0.19591973164766352,0.24145113655791237,0.549,6.0,10.0,1.33076792951111,0.5635888870307048,0,0,0.44857142857142857,0,0.00045
2006-2007,2006,Detroit Pistons,0.4853088907612175,0.5257634216172293,0.646,1.0,6.0,1.0413787703975559,0.5635888870307048,3,6,0.5542857142857143,0,0.0413
2006-2007,2006,Golden State Warriors,0.12157194150693243,-0.0014287049500468188,0.512,7.5,11.0,1.405115719651841,0.5635888870307048,0,0,0.40924249642686994,0,0.00025
2006-2007,2006,Houston Rockets,0.5508633772746282,0.7200672948235967,0.634,4.0,4.0,0.9758242838841452,0.5635888870307048,2,0,0.5297760838494521,0,0.0076
2006-2007,2006,Los Angeles Lakers,0.012033216814712538,0.03428891880112365,0.512,7.5,14.0,1.5146544443440608,0.5635888870307048,7,12,0.6579323487374941,0,0.00025
2006-2007,2006,Miami Heat,0.0776727129178163,-0.17287329895566508,0.537,5.0,12.0,1.4490149482409571,0.5635888870307048,1,3,0.49272349272349275,0,0.0018
2006-2007,2006,New Jersey Nets,-0.020859431922084542,-0.14287049500468188,0.5,6.5,15.0,1.547547093080858,0.5635888870307048,0,0,0.43973320628870893,0,0.001
2006-2007,2006,Orlando Magic,-0.1064232748552823,0.048575968301591846,0.488,8.0,18.0,1.6331109360140557,0.5635888870307048,0,1,0.4838235294117647,0,0.00055
2006-2007,2006,Phoenix Suns,1.1387692216227616,1.038668498684037,0.744,2.0,2.0,0.3879184395360118,0.5635888870307048,0,10,0.579047619047619,0,0.1745
2006-2007,2006,San Antonio Spurs,0.9310030827639643,1.1929686332890936,0.707,3.0,3.0,0.5956845783948091,0.5635888870307048,3,11,0.5950452596474511,1,0.06815
2006-2007,2006,Toronto Raptors,0.3265707479749077,0.08715100195285594,0.573,4.0,9.0,1.2001169131838658,0.5635888870307048,0,0,0.3870220162224797,0,0.01405
2006-2007,2006,Utah Jazz,0.5171203395185252,0.43718371471432654,0.622,5.0,5.0,1.0095673216402483,0.5635888870307048,0,6,0.5728571428571428,0,0.00625
